MD5Leo,VersionId
Add6c351de741fb60f06fdb4bfe90cf24,Version 2.2-1
A6b0f3f08dd967bd50b7bd9ee08f14129,Release 2.5 (includes preliminary data)
A5d955670cf4e5e095f171fbb00031e36,PRISM3D
A769b8d8b90040f9a63e7b8e3a68d427d,version 2.23
Aad405c2acd8443aca3066735e3ff946e,2012.00
Afa333152aa4d3d8606be3cf1ad623579,Version 1.0 Online Only
A2296200c97ce26b7dc4f2ca2bc5a95ea,July 2004
A055b048fab1f88192986ab100f55403d,1NRT
A6328295697f3bb5c4661044797c346f6,dpc200711
A2603cb88034a7c3f84fd412b91b3f41c,2G
A0723dfd10075aee37a1804a728349dc3,1A
A0372d795ae384c83e23b547c8eefbaef,CSIM 5.0
A16ce744dea24eab33962bc98e0bae198,"Version 1.0, March 13, 2000"
A1e1e6234a9e3684d9bd498c494e072e8,2005.00
Ad0fb963ff976f9c37fc81fe03c21ea7b,2001
A8084bbfa53af0257c7ac7c2ef2c69964,Version 8 
A9e5019862acea8a1bd4753eebbe387b3,2015-08-13
A188b2af8be55dc5a35eee7be25065fcf,October 2002 version
Af03ab16cd58372c77ba45a3d9a5a1cb9,Draft
A1b7bdd0bcd636ea7b2a8e2679213c3c5,March 2005
Aeccbc87e4b5ce2fe28308fd9f2a7baf3,3
A382b0f5185773fa0f67a8ed8056c7759,N/A
A666587982052742c0d7705ef26c6c0c6,Revised July 2003
Acf5f238fca8b6e155078aa41c175743a,9.0
Af3c2da655665d2b6832dd7df8c9f2e07,Version 30SEP2002
Ab2c52583d91323bb0e0a06344d2c1a15,"Version 1.0, May 9, 2000"
Aa27ef1c79c867d68d049751af69f4b38,041
Aa3f2ef7f58efe946c03e80c20cc9d807,vol. 20
A96055f5b06bf9381ac43879351642cf5,1991
A21398b87191d75733ee77c45435addfe,7R01
A11364907cf269dd2183b64287156072a,004
A168909c0b6f1dfbd48f679d47059c1d6,Third
A73c10f2cc78c1eebd8cf46cfcdb8d1c7,Ed. 1
Ac3687f641cfdd19b41b8fe6f7cb68897,Version 4.2
A429fc1eb7d14eab05e2896da09eed266,v02
Ae06e0a48d59fdaf18d85c034c46ba2ec,2014.04
Aef8446f35513a8d6aa2308357a268a7e,2008
A5c108ce0fe89d0632cfce75f650b36c2,R3
A2ab2b1e374a7072b765592907ffe3d9f,V1-00
Aad05e27766f2915f1abb2a4310e83e76,v01r01
A883b9b4170853b321c03290f64ba199f,2013-07-04
Ad5a637cd11aa722a9b4c922c7b740a63,1.01
A46f84c74354033702d8a388b9e996332,January 2000
A6318cf6921ad57ff1efcf6f6a9a715f0,Revised December 2006
A9d51fd1ea7562ef118e3501fcf6b1b24,8r
A738cccd4fda172441f216712a488dca6,017
Aa40a494c7362cf525f241ca23c4cda5a,R1 - Revised 1986
A8defdf721eccf952f304766d030c6ef2,2001.00
Ad5d499190d36328d8e5ebd8dbf63de8a,Phase 4.3
Aa894124cc6d5c5c71afe060d5dde0762,0.9
A073169ca5cb4d45b1d0e56246c004216,2c
A74b4ae3569e5de76af5c144830b188d8,"1.0, April 18, 2000"
Ab8b4b727d6f5d1b61fff7be687f7970f,2004
A5694ab9d44a55db41eda45d63efc4ac4,February 2004
A40d2404d8220aa436e0a3425a6fd0b95,Version 1a
A3fe90d73f739babb90dcf1ded355a566,CM2.1
Ab6b22fff24c765ad6c45cf1fbcea0cc2,Collection 4 and 5
A93dd4de5cddba2c733c65f233097f05a,002
Aa87ff679a2f3e71d9181a67b7542122c,4
Ae0cd1349b4c6e1b5f14ed427e358c2d0,2013-11-20
Ad5b949c69762a83d21e6c934b5924176,Beta-V1-00
Adf0b278f77274a1211c9c6aaf69372e3,NDP-059
Aacff46b161a3b7d6ed01ba79a032acc9,3.2
A16ef9dd2f146ebeeb766f477bdee78cd,1-CV
Ac9f0f895fb98ab9159f51fd0297e236d,8
A4e34602dd848f28c88462ee499addd05,Version 5.4
A671cb8c9b19c0247af30375f5adaed12,2011-11-29
A14bd8cfc8ef868603f83b8581fbb29cd,Version 7.0
Ac68ebab7a1e74618506a0a1fabe54186,3x
A8c9611718f0422ac8dd0baf0903d22e5,051
Ad8348088c1976b367feef268bf0e01d4,v02r01
A6b10e52781f1bb8f475515dbe2ca8cb6,"Version 1.0, February 13, 2001"
A96eaf76d868d0164923dbee3bacad449,"1.0, February, 2002"
Ab8f92e36b4cc8385fca82743d6de08f6,2011.00
A07982bc2a7fd52c6537f2e3499dc4092,Version 31JUL97
Aa40e93b702dafd211dbad62309fc820c,sample version
Aa9d9d1b0257dda96d595bd00149cccdb,10.2
Acc54a8b5455c7d7b12bf74e24b20a360,"Version 1.0, June 16, 2000"
Af8afe3cae8d1960f939d7f6384c86894,v. 2009
A26ccdef46483280c5ba2f001aad81266,V2-07
Af6974b02aab6bdba20ffeaf59f0ec957,2010-09-21
A64b1608a6af04cff62df72832db9c921,PIK CLIMBER-2 (7x18) 1998
A85b7f172124d136eff87b83cb1850ad6,2004-012
A6774cb3249ad153ee3bf86d357dd244a,Updated 2005
A0bddf403774170de5d3357d45a5bc488,v02r00
A66fb41bc1a968c19409f2836482f361d,"Version 1.2, August 01, 1999"
A84eb13cfed01764d9c401219faa56d53,011
A4dd3c17c7a2b552982141fb33d0e7fd4,Ed4
A83ac179311f0e6fbd18b4ff8f40b76c4,2.2a
Aaf032fbcb07ffc7bd2569d86ae4ce1f5,015
A3798985ee5e15c84c4263815d5a4d0b7,Version 1.0
Aedc7ec0c2de05bf5342849081f3b9ea7,1.1 and dev1.2
A219cfe58f6af08ccbcb49a2c8440fdb7,07.17.01
A253614bbac999b38b5b60cae531c4969,2012
A05a63930430065986c2ffaf71a5939a0,"Version 1.0, April 13, 2000"
Ae988e5fd54b0b79f1d8fa9ce06ad58d5,Version 1.1
Ae4c2e8edac362acab7123654b9e73432,1.0
A631ddbe812c98990d856a00d235af2dc,V2-08
A0ebe1a34e990772a2bad83ce076e0766,5.6
A7dbb95c50ce5c7df23a6d6178ea9f756,Version 26MAR2001
A84ed5546d23892bd52bf08bf48eba434,TurboWin+
A42f1c2021170f306e0d0a71d653b38a0,Revised October 2002
A22dc38f1ac0340c4bc03dd9a10adc29d,Version 3
A2cc617a3f6ac4c10184e66c85c30f318,V2-00
Aaf45145c3af92021fb61b20e087131a8,2001 Edition
A4b41da6543935867856ba9be9b538e75,V. 1.0
Ae502cf228f063ea793eba001d5f42d60,"Version 1.0, March 14, 2000"
Abeae421a14a34f831c113f61323d1ab3,Final
Aa6803d72e81ea027c0df907e1885ccda,ORNL/CDIAC-120
A2e6166790e9311588feff1963a311f86,V1-10
A852b42d8b1e58d940939c6b4d4f7551b,Collection 004 and 005
A48f32f63a7395648aeefd5848f39345b,version 1.0
Ae7445efc9c2e5f55aee8a2c2b02c9b7a,2011-10-07
A664a73b55306cbed6eb449751d5c536e,Version 11APR2001
A9df10b6cd5c389549f340dfead86206a,58(07)
Ac331da575c7eb6f801042d5153adc8a3,USGS
A6924f66d3c42e6c8f021dc7c8693ba4c,7.3
A895a074a5b216322121b5f76bc831927,4.1
A225085c0b6a9ec57e9a95a02932c5d99,Vol. 58
Ab7923fe9afe7142a24720692484321c5,055
A36a83c047694723bf57fe548a2cdceb5,v 1.0
A9f34cf553dc472c5be40ab67509f5943,V1-12
A1f481af8be038bbd1e426a0b5a3e8492,Version 04JUN99
Af3de1e18689e70ce6de64fec2db41aee,Version 06JUL2000
A4754db5769c907992ef049f3e46ab107,2C
A336669dbe720233ed5577ddf81b653d3,5.0
A3fe4505c33e4c39e4db0f4354d555b2b,2017-02-08
Aeaef20f0e2b5f4b9ccfbc1ea77823cb0,3.2.04 (0802221)
A1732cb437260c60a0744aea8aedfa331,033
A8c1c741e889b845e4d9782631d89ae4f,Revised August 2003
Ac22cf8376b1893dcfcef0649fe1a7d87,Second
A4eb0974420797e3434337efaa7e2b110,Version 02MAR98
A29075b1d8b290bd87d502bd52e21adfa,2F
Ae9d6df059c684606e3b274b55bf5e7fe,Version 3.3
A8794279f018e37e67b608b6e0fd54bad,"Version 1.0, March 27, 2000"
A4fc48a6fc29f3fa025b3ea55ee784750,Edition4
A4d5cdaeb09f26557fe22b6ff12289344,Preliminary
A0ca772e7f9258aeb98194d11bdfdd204,Online Trends
Ab139a2ce4cad5edc360e5c0dc8f5af7b,2006.00
A4318ab7e0fd4d96528662b5f4f73a3be,"Version February 14, 1997"
A1b917a3cebaa3a40abe62b378bbd9446,Version 1A
A67c19e107de33cab7ea9a9db8bc9ccd2,Not Available
A1757a8186cb62cbc84c0306b7da3ce03,1.02
A99817313206372e0943bfba92cb17437,Not Provided
A5d431191212b0f13c81937d63ee45577,Version 4.0
A304f30474edd152dc34aef7dbb123607,Version 2.0
Aa97da629b098b75c294dffdc3e463904,107
A55c82b601deae028c1c5e87fd820923d,3.0
Aff3e568a272ca876d331675fd3d5a6c2,v1.0
A19bdd3dae7fae3fcecee18845d189289,preliminary
A490cd1b691a0a6a273224cea5ef0ea8b,Update August 2006
A6351bf9dce654515bf1ddbd6426dfa97,1996
Adf23f6d2100b86646c4d702505a29155,Digital Version 1.0
A3cf25ae1d86f2804dd646a5041ac116b,CM2.0
A0efd53483e2e98020abd13ab9ba1cc31,R2017
A3777d759fc3879e3c53fe1da8025df8f,2.3.2015
Acee8d6b7ce52554fd70354e37bbf44a2,2014
Ab4daca084ad9eabfc8de231929477ed6,V1
Acf19ad296782c216a1857c76a79b2df7,22 Apr 2005
A0e73636d95881133e360b311ed0ae34f,2014.01
A17700b779530c4d83e2626f99a35603f,2005-1
A2865714e9d70256a6e103e8505bf28c9,"Version 1.0, (September, 2001)"
Ad1457b72c3fb323a2671125aef3eab5d,?
Ac8758b517083196f05ac29810b924aca,2011
Aedc7fa9d625ee7d9b85bc5c424c67dc7,Version 1.1a
Ae88a49bccde359f0cabb40db83ba6080,003
Ab95fa5d50e047e42277e59924f62ea18,DB1016
Ad11e7849a4215bc963f12f2811ce06b4,"Version 1.0 (Mac), 1.0 (Win)"
A17a9041a2fb7c4362781d7f9a170e389,Rev. 3
A57bdc6f0a6c0e16e37c40adb452b1d12,GCOM-W1_Level3_AMSR2_CLW
Aeba6ef209df4bb145cd06c9bfaae6ae6,V2-0
Ae0ac3bc523ae6b6891b36aaf7a06fa0c,V.Lamanov
Aecc14721252a5d0a3e7103aaec300c13,September 2003
A1c15f18a360409551ed89300d3fc7205,UGAMP UGCM Version 2 (T42 L19) 1994
A3accddf64b1dd03abeb9b0b3e5a7ba44,1.0.1
A9c3ce93643ed68583a32f9056b0dd3b6,019
A01bb7ae0c0b11509558f2aa83f244399,5.2.0
Ad4b13540e6bd92539dddc7992592d347,Version 15DEC98
Aaecfdf06b9c61fd47bde588b06ebeaeb,BMRC 3.2 (R21 L9) 1993
A4d2f2c1d119727a30c0bfc84e9b32bbe,"UKMO HADAM2 (2.5x3.75 L19) 1997, UKMO HADAM2b (2.5x3.75L19) 1997"
A08207d752d8a566368d1fd97b6142fa3,2.1
A0033c5562f0fe510aa67e43747925f4e,2015-06-01
Ae11493cc00cbd477649628158695ee8e,2013.00
A8f14e45fceea167a5a36dedd4bea2543,7
A3f28dcec5b4efbbb23e5440f07dfe47c,0001 - 0003
Aa13ee062eff9d7295bfc800a11f33704,008
A758951cac5e62129e654698c8ca0333b,CF
Ad6eafe950f4229f54270b6f0af25e3cd,"Version 1.0, March 21, 2000"
Ac17c2139d49a3d43e47b37f06ffddb1a,Version 11
Ad42c7c9b74fc8846e4c671a6111ba68b,Version 16MAY2000
A9fa652d211360c5d3b549b032aedfdaa,Version 2.5
A2425fae5eb4b05e480fa029739b9bb9b,July 2003
Aeaa959805e77bd4bd58167b9a6a886fd,2.01
A617245761ea15a632289412a1d03eefb,LMCE LMD5.3 (sin(lat)x5.6 L11) 1994
A23d573b77e4b51719f03f00f61c26480,2014-12-11
A3b8f36db37b55598619c9cf0d1e37f32,Revised November 2000
A3318dbd36aebdd7d9e71b3618e1b01dd,"Version 2.0 (Mac), 2.01 (Win)"
A42937d0648362caae00c54316adbf083,p0
Ae4da3b7fbbce2345d7772b0674a318d5,5
A1640d773de0d7b7ef3f6a9e0cb776836,"formerly known as U.S.G.S., BRD, Environmental and Contaminants Research Center)"
A56765472680401499c79732468ba4340,1.2
A34fac42b8df8fffbdf65a132304f46fa,Not provided
A527e166bedb616aadbc16153c132b44a,2007-1159
A2d2a0d505d952b5fcde17cab075157a3,Release 1.0
A9b02bcc856993b0b99ba1ec4ee20bb4a,January 2007
Ad0dab8f349b2fe257ef18f079d78a24a,Release 1.1
A11b6d202ba4380dce8d82e69cb21ad7c,Version 13NOV2001
A961e6c0736048269a022180f25d8f0d0,EDGAR V3.2
A81b03c743264210834033c34f8a38690,Revised January 2004
A9dcc9bfbf9010d9b3df86f3f2ae7cb6f,1.20
A7d843547352fe5501e573240359150d3,"Version 1.0, April 17, 2000"
Ae20b11fde087fadca62b7e16b55422fa,2010-09-06
A1f7d3a9eaf1589092a08a88c81e35f9b,"NDP050/R1, 2001"
A01deebfa87b938c89ecb3dcb4effcbe2,7.0
A053bbfb12e6857827b47134b36d562e7,2014-10-07
A6b414b5ac53a4c809ed49cb70b1420b9,1t
Ad9f70843d644bea8436d4e93142eb9d8,"Version 1.0, April 20, 2001"
Ab42d03d50b24a546d5da8abf1008d995,Version 4
A98cbcaa6c2db20b26276753a521399b9,Circa 1995 Dataset
A8ea8fdda5a6173a5426e6dfe0ba7e349,1.0 (Note: Although this data set has been in existence
A5244db540f5014775cd24bc3a3858137,work in progress
A7b4330e8c10a14280395be31fac736e6,Version 16JUL97
A879d8635fc283ca2e42b8ed692c8a02e,Version 12MAY03
Ab4c5051aa97a0da604f79f4e34f483f5,"Version 1.3, July 06, 2001"
Ab64fc2794abcb186474fae8cd79e2c4f,rev 1.0
Ab4a223c0c2fa6b761be7ff9a599d8b90,V2-01
A29f46532c80b9b880388df332c6937c7,07.29.02
A2f3f841cd533fe54c66739618aa95a95,"Version 1.0, April 24, 2000"
A0b0ec9f1cc28b3c19dc6c36dcd5af7cc,1.3
A0d640498fb206f2d67e1829ba976d945,7.5
A568628e0d993b1973adc718237da6e93,006
A250a20434b8a4da65c204009a7c89d2b,Version 2.1.4
A394f14acdb835cb47ddd17c03500de7a,2006-03-31
A3460905dd3894ae9b2aa3df85a14842d,2.3b
Af82abf5460f6063b37d14a41a7afceb1,Version 5.3
A8c377dc5b787b789e16bfc5edb1ce060,"Revision 3, Updated August 2006"
Ada3e756aac88153b0f34cf8a4b3e50bd,2006-02-01
A2d079c532c696d6fea892213dcc69907,1.30
Ac165fdbf7ffc8773c08d6cd97608f0fc,"Version 1.0 (July 20, 1998)"
A5e2a553fb52cb607c10fc476eb6b4022,Revised 2002
A25ddc0f8c9d3e22e03d3076f98d83cb2,474
Af22794f69ce5910cb4be68ff9026570d,Various
A15112c16527a37d3c495c6161078112e,R2 - Revised 1994
Aa252978ca877c3f6f21b006694c6aad8,V1-30
Ab51ae1dfff0efa011c6ec4e5ad2bba98,IGBP PAGES/World Data Center-A for Paleoclimatology
A4c7dcd9135d1e2ad1c26086611750945,Version 07JAN98
Aaa2de68145582b21e37d2679d20a4c20,V4-10
A43d5ff6247b54aada8c6e8d16c0ccfa3,January 2005
Aba7397686c8afc348cdd3afdbe2cf375,2000.00
A8999d6d6193a6204be01e9ea1d276824,"Version 1.0, April 12, 2000"
A6e6609f2f07410adb93709eaa5d33222,2010-08-05
A1679091c5a880faf6fb5e6087eb1b2dc,6
A4911fff5558852a6b8d8caccffb78caa,Phase II
A50eb131872b0dcf31ad2d7bd724d418b,V.01
A373f2007991496afdcd756d5ab427c22,V1-05
A86d746ddaf618b5c6a27a7d6fb0170a9,3.210
A8e20e307ba6b8aeb02d3dd12b4b34e76,V2 (altimetry and in situ data assimilation)
A9e94b15ed312fa42232fd87a55db0d39,007
Ae8be75abb72f2f34863944658a89cc69,"Version 1.3 (July 06, 2001)"
A77af6cb8f22b17c663aa3da7f90fc798,7r
Ae1eee5e2b42d45443cdc82db1a3bc465,034
A853bc55c1041f24b9392069331e65336,3C
A6008647277c4454cecd97d33c069f0ca,1.5
Aad4fcc2c804e23e1168e04f0292beaa1,dev1.0
A1718d57986110b6af2dd96b59d3db416,2.2
A3390e31ccaee219a73054304ecdf6f63,12_03_2008
A3704b2e2aa771b93bb85ba555eb97b60,24 Feb 2004 (Version 2.1)
Ade7f96fa488ed7d5ce4aa094aaee5478,"GISS Model IIp MY01 - (4x5L9) 1997, GISS Model IIp MY02, GISS Model IIp MY06M9"
A8fc4c7ab4453d247e011738197b6136c,023
A25d8fc3d4b724b7caa4852c08f5d5dce,Version 12APR99
A9dbbdd9ac6fb4c98344aba4c25339a38,Release 3.1
A2790129e3d0dd00dd58e54a65541a80e,"Version 1.0, April 27, 2000"
A2a1585a864d9e67627c6ae04c807a2c5,final
A6730663f3d686ba2dbed19f63bce17a5,"December, 2000"
A3368d4c3c1aab1d9e8fca9721be6da1a,Trends Online
A30dcb9c22f4d8eee8411cf243edfe0c6,4.10
A46b9839969e4bc429da9cc245c756450,Version 3.0
A274b68192b056e268f128ff63bfcd4a4,n/a
Ad6eb82c324cab2f36e345863fad95090,6.1
Aa3c8895c5517f77985aec22c5481cef4,CCSR/NIES AGCM 5.4 02 (T21 L20) 1995
A16f79ebddfa6a59694094b20aa92d4c4,Version 2003.1.
Ad6369c8260c19ceb130f8c14177d7bdd,V1-11
A0b0eef8f1e851afe6b131cf612887364,Version 5.2
Ace08becc73195df12d99d761bfbba68d,005
A1a18da63cbbfb49cb9616e6bfd35f662,2.3
A3bcccdebea5df7f805242b161585e6ad,CCCMA Version 2 (T32 L10) 1992
A0176388ca3f2dba5e5f286603b85b3a7,V3-10
A0043151681f3eeeee54258882f13a59c,16JUL97
Ad09634c75295488f8f874de6adae3353,Version 30APR2001
A47e436dc2ad342bbe3f4daa04fe30d6c,"Version 1.0, April 21, 2000"
Aa00e5eb0973d24649a4a920fc53d9564,2007
Ae5ede86780ca4f9b73d0bb565f3764fe,"Version 1, Revision 1"
A7fb55ed0b7a30342ba6da306428cae04,First
A68adee89dfe6f860fed5c95d7f2b59c5,First submission
A58526ae6133ab057eda4725b1691ce27,Version 97.1.
Ac4ca4238a0b923820dcc509a6f75849b,1
A596c6989f74888de25c1d2659e95c311,1.19
Af09d1b451d5db6f3fbbf59bbf835e555,Edition 1.0
Acfcd208495d565ef66e7dff9f98764da,0
A41cf2677cc4ec9356dad8e76dfb87448,1.00
A5080d668a7c993c2d96915f3aec85904,4A
A1a27f8725c18e4a6c195c768edfcfe98,5.12.4
A4f49455e4df7a2759d7fcc69fb052d25,May 1992
Ae37f9094469f15723ca182b14031d900,1.0 Online
A56b7a720568f7e7e89904d13b53584b6,2.8
Ac350e2396e0e6a9b78b5b36544d907c2,MSU (10x15L3) 1994
A751d31dd6b56b26b29dac2c0e1839e34,05
Ac1c3d851baa5a46e9053d614003579a1,V3-40
A30565a8911a6bb487e3745c0ea3c8224,0.0
Ad4b36e25c7ff304278d8f8203382ad65,Version 1
A2ff4e7f98e518d2708bd5dcc6e5434e4,V3-30
Ad1bd83a33f1a841ab7fda32449746cc4,2.0
Aa17a8d2eaf76dd3c1190b49d2ff5c3b8,"2.0, November 19, 2001"
Ab9d77735d21f82be3c289db5524c8278,2010-06-21
A25e4dce4448d96a6cc82f0a99eae8fc2,2010.00
Aefaa153b0f682ae5170a3184fa0df28c,1a
A49ba7582631e47241f284a64b40e5a06,2B
Accbd984019792d75152fef7cde97ec19,GISTEMP 2016
A8a4fa81ecaa75f4ef61fca35e5dd0472,v1.1.0
A48d6be513fc01d8f55053da7b3d9f135,Version 3b
A01c25a188280017efbb381c64fa7943c,GFDL CDG (R30 L20) 1997
A92e4b5fa9fabbd86b3d450a7022d9ba2,version 3.0
A53aa86f6db224439a47917276db4c5a6,GENESIS2 (T31 L18) 1995
Ae5b4251f0ce31987abc03eac8a0ee3c1,2004.00
A4af177307716b35932f15101e8037744,V3-01
A6b6ce5b7db894e40f839f9499993574d,CNRM ARPEGE Cy14c (T31 L19) 1996
A7011af0561c4414ef68b44f6db4f04a4,MPI ECHAM3 (T42 L19) 1994
Aa4ace9eb66583f8a18cc14848ed9de15,6NRT
A40d78bc33712723c3e332d4a0feb596e,"Version 1.0, March 17, 2000"
A657dae0913ee12be6fb2a6f687aae1c7,3A
Ac9b7da4a218f84e37f9a8164f2d5cfef,"Version 1.0, July 09, 1998"
A4ba29b9f9e5732ed33761840f4ba6c53,2002
A7fc56270e7a70fa81a5935b72eacbe29,A
A6512bd43d9caa6e02c990b0a82652dca,11
Adc06a499b22c6e0607d490f0f96575c3,updated 2005
A5258b9f7a7bafc6f48ad56c4cdae8810,Version 3.2
A6bc5d8e5e737c4dd07872b2bcf3ae2dd,#1
A5d17bac0ca90c8f15833b455985f8891,Revised August 2005
Ac7c1bd6f2a447edc1f83751c0108c824,PLR1142749
Aa84acdb488c90343ebf7f9d5925b5adb,Fishbase2000
A106456e0d9dc878efffa432d2cd75ccc,Professional Paper 13
Af66759ca38cb7b8d592fc0849bdec554,version 3
A7d0665438e81d8eceb98c1e31fca80c1,04
A07078a97d66756f213dbca3e379bf084,4.0
Ac0165b35973a9cca7c22ff524151b3cf,Progress Report #90
Adc5e819e186f11ef3f59e6c7d6830c35,009
Afd13a383f2be20d1ae1e95e1d54abdcf,Version 008 
Ace5a7fe46b2aa43887ddfaa84c3f2b5b,CSIRO V4-7 R21L9 199?
Ad47268e9db2e9aa3827bba3afb7ff94a,2005
A9f046f5523fca2b65fea14bd4ebf658f,Version 9
Ad893aecb10cadd3f36cab52383c546c6,Version 1.3
A83d1cc5a1b8aa7d1f7551b87067cfbb2,April 2004
A7f8811bc8ae650712ea6eb275d105b3d,6.1NRT
Ab354cab57768c7d4c1106eb4e82c75dc,V4
A55f61bb6166a96d9ace945f0c39b48b9,Latest Version
Aa591024321c5e2bdbd23ed35f0574dde,2003
A47cd76e43f74bbc2e1baaf194d07e1fa,1.0.0
Ae878d7de08eaf7ff9f6b17a7c74a69a3,2.86
Afe3afb1d2b1a3cce2ae7ca97989f3565,Version 007
A5b068a95442c7d5505b4166a77357ea5,3.1
A3c40e15aa4ab1933078cc701ceed3c77,"version 5.1, Version 30 Sep 2002"
A6199cca7e06b9097d2533e2c9a23519e,YONU Tr7 (4x5 L7) 1997
A0e54eedc5b8665fb9cbdd7a28387b81f,Version 1.4
A7f5144f962efde75e0f7661e032166db,022
A19afe0350f3cc18444ebd6d875b019e8,version 2.0 (2002)
A5fc4631cf3dfcd794f58f22316001cf5,ORNL/CDIAC-107
A10a31377c67f89a8f6dca755d6b40c38,V4-00
A3960732f30b7c969d92e6b56b353e1b0,September 1994 update
Aea5a486c712a91e48443cd802642223d,2006
Aae82117fd4e93cda741d22baa75644e1,"Version 1.0, April 20, 2000"
Ae9897ee5c6c38f217f420bb85d83e03c,GENESIS 1.02A (R15 L12) 1992
A96a3be3cf272e017046d1b2674a52bd3,01
Abe99024f31081c6fe51579840a7d5fd6,March 2003
A95192c98732387165bf8e396c0f2dad2,2016
Ad2b36f41487883349a85550866d854a7,3rd Edition
Aed4cb80fbe9effa3e41b2b8fcc2f803b,V1003R1
A480f77c698327d7dfa0cf174796847ca,"CCM1, CCM3"
A946ca06374daa733d9bbad1ed1faebda,Release 1
Ac81e728d9d4c2f636f067f89cc14862c,2
A6654c734ccab8f440ff0825eb443dc7f,v1
Abcc41ace6665b1d5950cf30f26fa1c0b,Revised November 2001
A27cf29d3ba2e543cc0a860ffea48422c,Version 3.5
Ad03470b89318dc9fdff841916b7ba8cb,"CLM 3,0, CLM 2,1m CLM 2.0"
A777d45bbbcdf50d49c42c70ad7acf5fe,1.1
A2f7ea5fe5b8aae996df1a74a259b041f,LDEO/IRI version modified by A. Kaplan
Aae8ec1226204ced8b6fadf8ca018501c,Version 2.6
A588c4593ce86a1f64c807e3a7046dfc7,version 7
A57a3700fce56625f59df3daecf59c74f,2016.00
A6bd07c9fde334bf07f7c04d894628346,Version 31MAY2000
Ad2f7f4b1b5689c6b10fad065efe24a86,3/21/05
Ae199c3466d228df40dc4971c52c17c00,V3-00
Ab8c86a6e2b09964e10bdb349a24887ce,April 2001
Adb3ec040e20dfc657dab510aeab74759,version 1
A2012f540e3b76b560cf92fefd04e14fe,3B
Acc63d657d59dde84c20a6f21a370e367,2008.00
Adc5c7986daef50c1e02ab09b442ee34f,001
Ad3d9446802a44259755d38e6d163e820,10
A76dbda601ad674d357926e422acb3089,Release 4.0
A5190182eb888a3ad230d9bce79c49c8f,UIUC MLAM-PMIP (4x5 L11) 1996
A7b4eb2a2730abd736dcde74b19345210,Lates Version
Aa7614d3ddca067c519f77f6174025812,26 Jan 2005 (Version 1)
A08f90c1a417155361a5c4b8d297e0d78,2000
Af3539947bd5677140f481e0fe89fc5b6,2002.00
A79b09b19be87d5a3e4b35e6ac44bd56d,2015.00
Adedcd16ad19d39f4f1621824936e5f95,PLR1142495
A84ddfb34126fc3a48ee38d7044e87276,2018
A7658d0d2112eb265d6496cbac9de1e24,018
Ac16a5320fa475530d9583c34fd356ef5,31
A4be527f1d944636a8d28fa791a31a6fc,Revised 2001
A7d1aaabf6f68a60ab5d9c0fada66ede2,2010-08-04
Ae52d77ff6cfc92babed59c52d26cc727,2011-09-28
Acda522d4353b166cc2dee84673307b4e,R1
Aea20a043c08f5168d4409ff4144f32e2,010
A425d8e1e777a03c3e220dfaac38dbf1f,Version 2
A2930ea97bdf5ee68ff22689deb72de17,Phase I
A09149c7f44418f85250eba6dd3ec2fd7,May 2000
Af713c0ea925f24c9436a6a1de4e92fc0,1A1
A9863268a3a4353b7a36f13d5f795099b,1999 Edition
A45abdf3950cba55b7792f4e733219f43,netCDF-4
A2e019d185d2427ec22d51d683361d775,2017-05-04
Ab2d45b25788a79555382f3b30e36d4a8,V1 (assimilates altimetry data only)
Ac137d511a36421c01e64fc76989a87d2,"Version 1.0, June 22, 1998"
Abcae371977dc07550890d263f2c97edc,2.3.2014
Acb5ae17636e975f9bf71ddf5bc542075,0.1
A72c6574ae81f0f06a96a51aa39ef501f,MRI GCM-IIb (4x5 L15) 1995
A72cc9ac2c8ae629e5764d39aea896d87,V3-02
A925b289883d984f907ba0466359090ef,"Version 1.0, April 11, 2000"
A4c4177c38333bfe1e049e7a6a9d3606a,"Version 1.0, March 22, 2000"
Aa89217bde04834bb9dc09f7159891cc9,"Version 1.0, July 22, 1998"
A8b04d5e3775d298e78455efc5ca404d5,first
A3465eff51cce8f407d096d4c73c829dc,Version 1.2
Ae2edeafd77dd57b9a518c5b5148a37ff,Excel worksheets
Ad174a7f762cb02c3aa71878cf4c0e75d,2014.00
A804ec9956f6a7495bc6d634ee0d13a87,third version
A77e23e10fe1b9556624317a002d8b1cc,2.00
A9873588ad84397b96b5126e68f0f986b,RelB1
Ad4cd0dabcf4caa22ad92fab40844c786,NA
